,Date,Continents,Country,Gender,Visitors,Visitors Same Period Previous Year,Growth
957,2020-08-01,Asia,Bangladesh,female,9,221,-95.9
960,2020-09-01,Asia,Bangladesh,male,78,1576,-95.1
961,2020-09-01,Asia,Bangladesh,female,0,138,-100.0
964,2020-10-01,Asia,Bangladesh,male,67,1121,-94.0
965,2020-10-01,Asia,Bangladesh,female,4,144,-97.2
968,2020-11-01,Asia,Bangladesh,male,121,898,-86.5
969,2020-11-01,Asia,Bangladesh,female,3,114,-97.4
972,2020-12-01,Asia,Bangladesh,male,45,1224,-96.3
973,2020-12-01,Asia,Bangladesh,female,6,119,-95.0
976,2021-01-01,Asia,Bangladesh,male,45,966,-95.3
977,2021-01-01,Asia,Bangladesh,female,1,124,-99.2
980,2021-02-01,Asia,Bangladesh,male,39,851,-95.4
981,2021-02-01,Asia,Bangladesh,female,3,103,-97.1
984,2021-03-01,Asia,Bangladesh,male,211,494,-57.3
985,2021-03-01,Asia,Bangladesh,female,67,38,76.3
988,2021-04-01,Asia,Bangladesh,male,86,2,4200.0
989,2021-04-01,Asia,Bangladesh,female,57,0,0.0
992,2021-05-01,Asia,Bangladesh,male,70,161,-56.5
993,2021-05-01,Asia,Bangladesh,female,56,9,522.2
996,2021-06-01,Asia,Bangladesh,male,49,132,-62.9
997,2021-06-01,Asia,Bangladesh,female,28,8,250.0
1000,2021-07-01,Asia,Bangladesh,male,50,111,-55.0
1001,2021-07-01,Asia,Bangladesh,female,31,3,933.3
1004,2021-08-01,Asia,Bangladesh,male,40,122,-67.2
1005,2021-08-01,Asia,Bangladesh,female,33,9,266.7
1008,2021-09-01,Asia,Bangladesh,male,90,78,15.4
1009,2021-09-01,Asia,Bangladesh,female,14,0,0.0
1012,2021-10-01,Asia,Bangladesh,male,114,67,70.1
1013,2021-10-01,Asia,Bangladesh,female,18,4,350.0
1016,2021-11-01,Asia,Bangladesh,male,159,121,31.4
1017,2021-11-01,Asia,Bangladesh,female,62,3,1966.7
1020,2021-12-01,Asia,Bangladesh,male,379,45,742.2
1021,2021-12-01,Asia,Bangladesh,female,66,6,1000.0
1024,2022-01-01,Asia,Bangladesh,male,496,45,1002.2
1025,2022-01-01,Asia,Bangladesh,female,54,1,5300.0
1028,2022-02-01,Asia,Bangladesh,male,552,39,1315.4
1029,2022-02-01,Asia,Bangladesh,female,76,3,2433.3
1032,2022-03-01,Asia,Bangladesh,male,664,211,214.7
1033,2022-03-01,Asia,Bangladesh,female,76,67,13.4
1036,2022-04-01,Asia,Bangladesh,male,941,86,994.2
1037,2022-04-01,Asia,Bangladesh,female,80,57,40.4
1040,2022-05-01,Asia,Bangladesh,male,937,70,1238.6
1041,2022-05-01,Asia,Bangladesh,female,87,56,55.4
1044,2022-06-01,Asia,Bangladesh,male,1044,49,2030.6
1045,2022-06-01,Asia,Bangladesh,female,78,28,178.6
1048,2022-07-01,Asia,Bangladesh,male,1025,50,1950.0
1049,2022-07-01,Asia,Bangladesh,female,116,31,274.2
1052,2022-08-01,Asia,Bangladesh,male,1594,40,3885.0
1053,2022-08-01,Asia,Bangladesh,female,193,33,484.8
1056,2022-09-01,Asia,Bangladesh,male,1165,90,1194.4
1057,2022-09-01,Asia,Bangladesh,female,111,14,692.9
1060,2022-10-01,Asia,Bangladesh,male,997,114,774.6
1061,2022-10-01,Asia,Bangladesh,female,126,18,600.0
1064,2022-11-01,Asia,Bangladesh,male,1634,159,927.7
1065,2022-11-01,Asia,Bangladesh,female,89,62,43.5
1068,2022-12-01,Asia,Bangladesh,male,1616,379,326.4
1069,2022-12-01,Asia,Bangladesh,female,117,66,77.3
1072,2023-01-01,Asia,Bangladesh,male,1175,496,136.9
1073,2023-01-01,Asia,Bangladesh,female,103,54,90.7
1076,2023-02-01,Asia,Bangladesh,male,1224,552,121.7
1077,2023-02-01,Asia,Bangladesh,female,156,76,105.3
1080,2023-03-01,Asia,Bangladesh,male,1540,664,131.9
1081,2023-03-01,Asia,Bangladesh,female,171,76,125.0
1084,2023-04-01,Asia,Bangladesh,male,952,941,1.2
1085,2023-04-01,Asia,Bangladesh,female,105,80,31.2
1088,2023-05-01,Asia,Bangladesh,male,1545,937,64.9
1089,2023-05-01,Asia,Bangladesh,female,124,87,42.5
1092,2023-06-01,Asia,Bangladesh,male,912,1044,-12.6
1093,2023-06-01,Asia,Bangladesh,female,143,78,83.3
1096,2023-07-01,Asia,Bangladesh,male,1624,1025,58.4
1097,2023-07-01,Asia,Bangladesh,female,421,116,262.9
1100,2023-08-01,Asia,Bangladesh,male,1754,1594,10.0
1101,2023-08-01,Asia,Bangladesh,female,284,193,47.2
1104,2016-01-01,Europe,Belgium,male,476,366,30.1
1105,2016-01-01,Europe,Belgium,female,152,119,27.7
1108,2016-02-01,Europe,Belgium,male,391,397,-1.5
1109,2016-02-01,Europe,Belgium,female,135,137,-1.5
1112,2016-03-01,Europe,Belgium,male,611,557,9.7
1113,2016-03-01,Europe,Belgium,female,246,183,34.4
1116,2016-04-01,Europe,Belgium,male,585,719,-18.6
1117,2016-04-01,Europe,Belgium,female,266,347,-23.3
1120,2016-05-01,Europe,Belgium,male,664,661,0.5
1121,2016-05-01,Europe,Belgium,female,285,271,5.2
1124,2016-06-01,Europe,Belgium,male,621,473,31.3
1125,2016-06-01,Europe,Belgium,female,192,166,15.7
1128,2016-07-01,Europe,Belgium,male,608,506,20.2
1129,2016-07-01,Europe,Belgium,female,372,276,34.8
1132,2016-08-01,Europe,Belgium,male,589,528,11.6
1133,2016-08-01,Europe,Belgium,female,299,262,14.1
1136,2016-09-01,Europe,Belgium,male,653,644,1.4
1137,2016-09-01,Europe,Belgium,female,310,240,29.2
1140,2016-10-01,Europe,Belgium,male,881,769,14.6
1141,2016-10-01,Europe,Belgium,female,346,268,29.1
1144,2016-11-01,Europe,Belgium,male,597,686,-13.0
1145,2016-11-01,Europe,Belgium,female,179,182,-1.6
1148,2016-12-01,Europe,Belgium,male,462,388,19.1
1149,2016-12-01,Europe,Belgium,female,164,126,30.2
1152,2017-01-01,Europe,Belgium,male,427,476,-10.3
1153,2017-01-01,Europe,Belgium,female,180,152,18.4
1156,2017-02-01,Europe,Belgium,male,436,391,11.5
1157,2017-02-01,Europe,Belgium,female,158,135,17.0
1160,2017-03-01,Europe,Belgium,male,701,611,14.7
1161,2017-03-01,Europe,Belgium,female,322,246,30.9
1164,2017-04-01,Europe,Belgium,male,637,585,8.9
1165,2017-04-01,Europe,Belgium,female,357,266,34.2
1168,2017-05-01,Europe,Belgium,male,682,664,2.7
1169,2017-05-01,Europe,Belgium,female,207,285,-27.4
1172,2017-06-01,Europe,Belgium,male,704,621,13.4
1173,2017-06-01,Europe,Belgium,female,286,192,49.0
1176,2017-07-01,Europe,Belgium,male,563,608,-7.4
1177,2017-07-01,Europe,Belgium,female,342,372,-8.1
1180,2017-08-01,Europe,Belgium,male,589,589,0.0
1181,2017-08-01,Europe,Belgium,female,324,299,8.4
1184,2017-09-01,Europe,Belgium,male,668,653,2.3
1185,2017-09-01,Europe,Belgium,female,357,310,15.2
1188,2017-10-01,Europe,Belgium,male,677,881,-23.2
1189,2017-10-01,Europe,Belgium,female,327,346,-5.5
1192,2017-11-01,Europe,Belgium,male,640,597,7.2
1193,2017-11-01,Europe,Belgium,female,240,179,34.1
1196,2017-12-01,Europe,Belgium,male,392,462,-15.2
1197,2017-12-01,Europe,Belgium,female,145,164,-11.6
1200,2018-01-01,Europe,Belgium,male,486,427,13.8
1201,2018-01-01,Europe,Belgium,female,163,180,-9.4
1204,2018-02-01,Europe,Belgium,male,523,436,20.0
1205,2018-02-01,Europe,Belgium,female,203,158,28.5
1208,2018-03-01,Europe,Belgium,male,646,701,-7.8
1209,2018-03-01,Europe,Belgium,female,300,322,-6.8
1212,2018-04-01,Europe,Belgium,male,768,637,20.6
1213,2018-04-01,Europe,Belgium,female,439,357,23.0
1216,2018-05-01,Europe,Belgium,male,637,682,-6.6
1217,2018-05-01,Europe,Belgium,female,279,207,34.8
1220,2018-06-01,Europe,Belgium,male,583,704,-17.2
1221,2018-06-01,Europe,Belgium,female,233,286,-18.5
1224,2018-07-01,Europe,Belgium,male,716,563,27.2
1225,2018-07-01,Europe,Belgium,female,470,342,37.4
1228,2018-08-01,Europe,Belgium,male,602,589,2.2
1229,2018-08-01,Europe,Belgium,female,331,324,2.2
1232,2018-09-01,Europe,Belgium,male,685,668,2.5
1233,2018-09-01,Europe,Belgium,female,370,357,3.6
1236,2018-10-01,Europe,Belgium,male,875,677,29.2
1237,2018-10-01,Europe,Belgium,female,414,327,26.6
1240,2018-11-01,Europe,Belgium,male,688,640,7.5
1241,2018-11-01,Europe,Belgium,female,221,240,-7.9
1244,2018-12-01,Europe,Belgium,male,485,392,23.7
1245,2018-12-01,Europe,Belgium,female,181,145,24.8
1248,2019-01-01,Europe,Belgium,male,460,486,-5.3
1249,2019-01-01,Europe,Belgium,female,145,163,-11.0
1252,2019-02-01,Europe,Belgium,male,400,523,-23.5
1253,2019-02-01,Europe,Belgium,female,156,203,-23.2
1256,2019-03-01,Europe,Belgium,male,902,646,39.6
1257,2019-03-01,Europe,Belgium,female,393,300,31.0
1260,2019-04-01,Europe,Belgium,male,841,768,9.5
1261,2019-04-01,Europe,Belgium,female,558,439,27.1
1264,2019-05-01,Europe,Belgium,male,783,637,22.9
1265,2019-05-01,Europe,Belgium,female,329,279,17.9
1268,2019-06-01,Europe,Belgium,male,711,583,22.0
1269,2019-06-01,Europe,Belgium,female,346,233,48.5
1272,2019-07-01,Europe,Belgium,male,828,716,15.6
1273,2019-07-01,Europe,Belgium,female,618,470,31.5
1276,2019-08-01,Europe,Belgium,male,723,602,20.1
1277,2019-08-01,Europe,Belgium,female,486,331,46.8
1280,2019-09-01,Europe,Belgium,male,889,685,29.8
1281,2019-09-01,Europe,Belgium,female,537,370,45.1
1284,2019-10-01,Europe,Belgium,male,892,875,1.9
1285,2019-10-01,Europe,Belgium,female,492,414,18.8
1288,2019-11-01,Europe,Belgium,male,776,688,12.8
1289,2019-11-01,Europe,Belgium,female,323,221,46.2
1292,2019-12-01,Europe,Belgium,male,474,485,-2.3
1293,2019-12-01,Europe,Belgium,female,198,181,9.4
1296,2020-01-01,Europe,Belgium,male,429,460,-6.7
1297,2020-01-01,Europe,Belgium,female,171,145,17.9
1300,2020-02-01,Europe,Belgium,male,301,400,-24.8
1301,2020-02-01,Europe,Belgium,female,130,156,-16.7
1304,2020-03-01,Europe,Belgium,male,58,902,-93.6
1305,2020-03-01,Europe,Belgium,female,37,393,-90.6
1308,2020-04-01,Europe,Belgium,male,10,841,-98.8
1309,2020-04-01,Europe,Belgium,female,4,558,-99.3
1312,2020-05-01,Europe,Belgium,male,12,783,-98.5
1313,2020-05-01,Europe,Belgium,female,3,329,-99.1
1316,2020-06-01,Europe,Belgium,male,17,711,-97.6
1317,2020-06-01,Europe,Belgium,female,10,346,-97.1
1320,2020-07-01,Europe,Belgium,male,15,828,-98.2
1321,2020-07-01,Europe,Belgium,female,14,618,-97.7
1324,2020-08-01,Europe,Belgium,male,52,723,-92.8
1325,2020-08-01,Europe,Belgium,female,55,486,-88.7
1328,2020-09-01,Europe,Belgium,male,23,889,-97.4
1329,2020-09-01,Europe,Belgium,female,9,537,-98.3
1332,2020-10-01,Europe,Belgium,male,29,892,-96.7
1333,2020-10-01,Europe,Belgium,female,15,492,-97.0
1336,2020-11-01,Europe,Belgium,male,31,776,-96.0
1337,2020-11-01,Europe,Belgium,female,11,323,-96.6
1340,2020-12-01,Europe,Belgium,male,19,474,-96.0
1341,2020-12-01,Europe,Belgium,female,7,198,-96.5
1344,2021-01-01,Europe,Belgium,male,33,429,-92.3
1345,2021-01-01,Europe,Belgium,female,27,171,-84.2
1348,2021-02-01,Europe,Belgium,male,58,301,-80.7
1349,2021-02-01,Europe,Belgium,female,43,130,-66.9
1352,2021-03-01,Europe,Belgium,male,23,58,-60.3
1353,2021-03-01,Europe,Belgium,female,8,37,-78.4
1356,2021-04-01,Europe,Belgium,male,14,10,40.0
1357,2021-04-01,Europe,Belgium,female,6,4,50.0
1360,2021-05-01,Europe,Belgium,male,28,12,133.3
1361,2021-05-01,Europe,Belgium,female,9,3,200.0
1364,2021-06-01,Europe,Belgium,male,45,17,164.7
1365,2021-06-01,Europe,Belgium,female,11,10,10.0
1368,2021-07-01,Europe,Belgium,male,52,15,246.7
1369,2021-07-01,Europe,Belgium,female,36,14,157.1
1372,2021-08-01,Europe,Belgium,male,125,52,140.4
1373,2021-08-01,Europe,Belgium,female,127,55,130.9
1376,2021-09-01,Europe,Belgium,male,79,23,243.5
1377,2021-09-01,Europe,Belgium,female,51,9,466.7
1380,2021-10-01,Europe,Belgium,male,99,29,241.4
1381,2021-10-01,Europe,Belgium,female,42,15,180.0
1384,2021-11-01,Europe,Belgium,male,115,31,271.0
1385,2021-11-01,Europe,Belgium,female,34,11,209.1
1388,2021-12-01,Europe,Belgium,male,44,19,131.6
1389,2021-12-01,Europe,Belgium,female,20,7,185.7
1392,2022-01-01,Europe,Belgium,male,66,33,100.0
1393,2022-01-01,Europe,Belgium,female,42,27,55.6
1396,2022-02-01,Europe,Belgium,male,105,58,81.0
1397,2022-02-01,Europe,Belgium,female,76,43,76.7
1400,2022-03-01,Europe,Belgium,male,60,23,160.9
1401,2022-03-01,Europe,Belgium,female,31,8,287.5
1404,2022-04-01,Europe,Belgium,male,174,14,1142.9
1405,2022-04-01,Europe,Belgium,female,120,6,1900.0
1408,2022-05-01,Europe,Belgium,male,265,28,846.4
1409,2022-05-01,Europe,Belgium,female,150,9,1566.7
1412,2022-06-01,Europe,Belgium,male,290,45,544.4
1413,2022-06-01,Europe,Belgium,female,168,11,1427.3
1416,2022-07-01,Europe,Belgium,male,388,52,646.2
1417,2022-07-01,Europe,Belgium,female,350,36,872.2
1420,2022-08-01,Europe,Belgium,male,435,125,248.0
1421,2022-08-01,Europe,Belgium,female,390,127,207.1
1424,2022-09-01,Europe,Belgium,male,484,79,512.7
1425,2022-09-01,Europe,Belgium,female,425,51,733.3
1428,2022-10-01,Europe,Belgium,male,585,99,490.9
1429,2022-10-01,Europe,Belgium,female,413,42,883.3
1432,2022-11-01,Europe,Belgium,male,562,115,388.7
1433,2022-11-01,Europe,Belgium,female,285,34,738.2
1436,2022-12-01,Europe,Belgium,male,352,44,700.0
1437,2022-12-01,Europe,Belgium,female,198,20,890.0
1440,2023-01-01,Europe,Belgium,male,307,66,365.2
1441,2023-01-01,Europe,Belgium,female,174,42,314.3
1444,2023-02-01,Europe,Belgium,male,363,105,245.7
1445,2023-02-01,Europe,Belgium,female,227,76,198.7
1448,2023-03-01,Europe,Belgium,male,597,60,895.0
1449,2023-03-01,Europe,Belgium,female,434,31,1300.0
1452,2023-04-01,Europe,Belgium,male,894,174,413.8
1453,2023-04-01,Europe,Belgium,female,770,120,541.7
1456,2023-05-01,Europe,Belgium,male,741,265,179.6
1457,2023-05-01,Europe,Belgium,female,621,150,314.0
1460,2023-06-01,Europe,Belgium,male,577,290,99.0
1461,2023-06-01,Europe,Belgium,female,409,168,143.5
1464,2023-07-01,Europe,Belgium,male,1279,388,229.6
1465,2023-07-01,Europe,Belgium,female,1357,350,287.7
1468,2023-08-01,Europe,Belgium,male,657,435,51.0
1469,2023-08-01,Europe,Belgium,female,661,390,69.5
1472,2016-01-01,America,Brazil,male,489,641,-23.7
1473,2016-01-01,America,Brazil,female,289,322,-10.2
1476,2016-02-01,America,Brazil,male,469,655,-28.4
1477,2016-02-01,America,Brazil,female,264,327,-19.3
1480,2016-03-01,America,Brazil,male,573,749,-23.5
1481,2016-03-01,America,Brazil,female,343,393,-12.7
1484,2016-04-01,America,Brazil,male,745,840,-11.3
1485,2016-04-01,America,Brazil,female,323,534,-39.5
1488,2016-05-01,America,Brazil,male,883,769,14.8
1489,2016-05-01,America,Brazil,female,525,370,41.9
1492,2016-06-01,America,Brazil,male,868,521,66.6
1493,2016-06-01,America,Brazil,female,568,296,91.9
1496,2016-07-01,America,Brazil,male,637,730,-12.7
1497,2016-07-01,America,Brazil,female,407,398,2.3
1500,2016-08-01,America,Brazil,male,617,724,-14.8
1501,2016-08-01,America,Brazil,female,388,360,7.8
1504,2016-09-01,America,Brazil,male,699,891,-21.5
1505,2016-09-01,America,Brazil,female,460,435,5.7
1508,2016-10-01,America,Brazil,male,830,872,-4.8
1509,2016-10-01,America,Brazil,female,432,467,-7.5
1512,2016-11-01,America,Brazil,male,691,573,20.6
1513,2016-11-01,America,Brazil,female,384,279,37.6
1516,2016-12-01,America,Brazil,male,629,503,25.0
1517,2016-12-01,America,Brazil,female,430,301,42.9
1520,2017-01-01,America,Brazil,male,551,489,12.7
1521,2017-01-01,America,Brazil,female,390,289,34.9
1524,2017-02-01,America,Brazil,male,528,469,12.6
1525,2017-02-01,America,Brazil,female,334,264,26.5
1528,2017-03-01,America,Brazil,male,647,573,12.9
1529,2017-03-01,America,Brazil,female,391,343,14.0
1532,2017-04-01,America,Brazil,male,761,745,2.1
1533,2017-04-01,America,Brazil,female,561,323,73.7
1536,2017-05-01,America,Brazil,male,763,883,-13.6
1537,2017-05-01,America,Brazil,female,404,525,-23.0
1540,2017-06-01,America,Brazil,male,700,868,-19.4
1541,2017-06-01,America,Brazil,female,442,568,-22.2
1544,2017-07-01,America,Brazil,male,800,637,25.6
1545,2017-07-01,America,Brazil,female,660,407,62.2
1548,2017-08-01,America,Brazil,male,736,617,19.3
1549,2017-08-01,America,Brazil,female,473,388,21.9
1552,2017-09-01,America,Brazil,male,820,699,17.3
1553,2017-09-01,America,Brazil,female,501,460,8.9
1556,2017-10-01,America,Brazil,male,928,830,11.8
1557,2017-10-01,America,Brazil,female,520,432,20.4
1560,2017-11-01,America,Brazil,male,1008,691,45.9
1561,2017-11-01,America,Brazil,female,559,384,45.6
1564,2017-12-01,America,Brazil,male,663,629,5.4
1565,2017-12-01,America,Brazil,female,498,430,15.8
1568,2018-01-01,America,Brazil,male,737,551,33.8
1569,2018-01-01,America,Brazil,female,462,390,18.5
1572,2018-02-01,America,Brazil,male,821,528,55.5
1573,2018-02-01,America,Brazil,female,525,334,57.2
1576,2018-03-01,America,Brazil,male,837,647,29.4
1577,2018-03-01,America,Brazil,female,517,391,32.2
1580,2018-04-01,America,Brazil,male,900,761,18.3
1581,2018-04-01,America,Brazil,female,660,561,17.6
1584,2018-05-01,America,Brazil,male,861,763,12.8
1585,2018-05-01,America,Brazil,female,548,404,35.6
1588,2018-06-01,America,Brazil,male,826,700,18.0
1589,2018-06-01,America,Brazil,female,537,442,21.5
1592,2018-07-01,America,Brazil,male,735,800,-8.1
1593,2018-07-01,America,Brazil,female,626,660,-5.2
1596,2018-08-01,America,Brazil,male,884,736,20.1
1597,2018-08-01,America,Brazil,female,611,473,29.2
1600,2018-09-01,America,Brazil,male,867,820,5.7
1601,2018-09-01,America,Brazil,female,586,501,17.0
1604,2018-10-01,America,Brazil,male,1030,928,11.0
1605,2018-10-01,America,Brazil,female,667,520,28.3
1608,2018-11-01,America,Brazil,male,834,1008,-17.3
1609,2018-11-01,America,Brazil,female,509,559,-8.9
1612,2018-12-01,America,Brazil,male,638,663,-3.8
1613,2018-12-01,America,Brazil,female,564,498,13.3
1616,2019-01-01,America,Brazil,male,727,737,-1.4
1617,2019-01-01,America,Brazil,female,592,462,28.1
1620,2019-02-01,America,Brazil,male,647,821,-21.2
1621,2019-02-01,America,Brazil,female,463,525,-11.8
1624,2019-03-01,America,Brazil,male,754,837,-9.9
1625,2019-03-01,America,Brazil,female,629,517,21.7
1628,2019-04-01,America,Brazil,male,975,900,8.3
1629,2019-04-01,America,Brazil,female,893,660,35.3
1632,2019-05-01,America,Brazil,male,947,861,10.0
1633,2019-05-01,America,Brazil,female,713,548,30.1
1636,2019-06-01,America,Brazil,male,881,826,6.7
1637,2019-06-01,America,Brazil,female,749,537,39.5
1640,2019-07-01,America,Brazil,male,905,735,23.1
1641,2019-07-01,America,Brazil,female,807,626,28.9
1644,2019-08-01,America,Brazil,male,1006,884,13.8
1645,2019-08-01,America,Brazil,female,792,611,29.6
1648,2019-09-01,America,Brazil,male,1199,867,38.3
1649,2019-09-01,America,Brazil,female,992,586,69.3
1652,2019-10-01,America,Brazil,male,1097,1030,6.5
1653,2019-10-01,America,Brazil,female,929,667,39.3
1656,2019-11-01,America,Brazil,male,957,834,14.7
1657,2019-11-01,America,Brazil,female,659,509,29.5
1660,2019-12-01,America,Brazil,male,858,638,34.5
1661,2019-12-01,America,Brazil,female,809,564,43.4
1664,2020-01-01,America,Brazil,male,776,727,6.7
1665,2020-01-01,America,Brazil,female,716,592,20.9
1668,2020-02-01,America,Brazil,male,461,647,-28.7
1669,2020-02-01,America,Brazil,female,452,463,-2.4
1672,2020-03-01,America,Brazil,male,65,754,-91.4
1673,2020-03-01,America,Brazil,female,96,629,-84.7
1676,2020-04-01,America,Brazil,male,11,975,-98.9
1677,2020-04-01,America,Brazil,female,15,893,-98.3
1680,2020-05-01,America,Brazil,male,10,947,-98.9
1681,2020-05-01,America,Brazil,female,16,713,-97.8
1684,2020-06-01,America,Brazil,male,15,881,-98.3
1685,2020-06-01,America,Brazil,female,13,749,-98.3
1688,2020-07-01,America,Brazil,male,18,905,-98.0
1689,2020-07-01,America,Brazil,female,19,807,-97.6
1692,2020-08-01,America,Brazil,male,24,1006,-97.6
1693,2020-08-01,America,Brazil,female,39,792,-95.1
1696,2020-09-01,America,Brazil,male,40,1199,-96.7
1697,2020-09-01,America,Brazil,female,18,992,-98.2
1700,2020-10-01,America,Brazil,male,18,1097,-98.4
1701,2020-10-01,America,Brazil,female,13,929,-98.6
1704,2020-11-01,America,Brazil,male,28,957,-97.1
1705,2020-11-01,America,Brazil,female,6,659,-99.1
1708,2020-12-01,America,Brazil,male,25,858,-97.1
1709,2020-12-01,America,Brazil,female,22,809,-97.3
1712,2021-01-01,America,Brazil,male,46,776,-94.1
1713,2021-01-01,America,Brazil,female,44,716,-93.9
1716,2021-02-01,America,Brazil,male,37,461,-92.0
1717,2021-02-01,America,Brazil,female,62,452,-86.3
1720,2021-03-01,America,Brazil,male,38,65,-41.5
1721,2021-03-01,America,Brazil,female,24,96,-75.0
1724,2021-04-01,America,Brazil,male,10,11,-9.1
1725,2021-04-01,America,Brazil,female,23,15,53.3
1728,2021-05-01,America,Brazil,male,23,10,130.0
1729,2021-05-01,America,Brazil,female,16,16,0.0
1732,2021-06-01,America,Brazil,male,33,15,120.0
1733,2021-06-01,America,Brazil,female,20,13,53.8
1736,2021-07-01,America,Brazil,male,51,18,183.3
1737,2021-07-01,America,Brazil,female,44,19,131.6
1740,2021-08-01,America,Brazil,male,69,24,187.5
1741,2021-08-01,America,Brazil,female,90,39,130.8
1744,2021-09-01,America,Brazil,male,33,40,-17.5
1745,2021-09-01,America,Brazil,female,26,18,44.4
1748,2021-10-01,America,Brazil,male,76,18,322.2
1749,2021-10-01,America,Brazil,female,33,13,153.8
1752,2021-11-01,America,Brazil,male,59,28,110.7
1753,2021-11-01,America,Brazil,female,38,6,533.3
1756,2021-12-01,America,Brazil,male,39,25,56.0
1757,2021-12-01,America,Brazil,female,47,22,113.6
1760,2022-01-01,America,Brazil,male,85,46,84.8
1761,2022-01-01,America,Brazil,female,74,44,68.2
1764,2022-02-01,America,Brazil,male,77,37,108.1
1765,2022-02-01,America,Brazil,female,126,62,103.2
1768,2022-03-01,America,Brazil,male,57,38,50.0
1769,2022-03-01,America,Brazil,female,53,24,120.8
1772,2022-04-01,America,Brazil,male,206,10,1960.0
1773,2022-04-01,America,Brazil,female,139,23,504.3
1776,2022-05-01,America,Brazil,male,313,23,1260.9
1777,2022-05-01,America,Brazil,female,196,16,1125.0
1780,2022-06-01,America,Brazil,male,274,33,730.3
1781,2022-06-01,America,Brazil,female,358,20,1690.0
